id,Name,Period,Stock,Percentage_of_portfolio,Shares,Recent_activity,Price,Value,Paresing_date,Ticker
2020Q2_834,Lee Ainslie - Maverick Capital,Q1 2020,HRC - Hill Rom Holdings Inc.,0.09,"41,918",Buy ,$100.60,"$4,217,000",2020-06-07,HRC
2020Q2_835,Lee Ainslie - Maverick Capital,Q1 2020,UBER - Uber Technologies Inc.,0.09,"150,071", ,$27.92,"$4,190,000",2020-06-07,UBER
2020Q2_836,Lee Ainslie - Maverick Capital,Q1 2020,A - Agilent Technologies,0.08,"53,992",Buy ,$71.62,"$3,867,000",2020-06-07,A
2020Q2_837,Lee Ainslie - Maverick Capital,Q1 2020,AA - Alcoa Corp.,0.08,"601,902",Add 421.73%,$6.16,"$3,708,000",2020-06-07,AA
2020Q2_838,Lee Ainslie - Maverick Capital,Q1 2020,AXTA - Axalta Coating Systems Ltd.,0.08,"216,019",Add 154.82%,$17.27,"$3,731,000",2020-06-07,AXTA
2020Q2_839,Lee Ainslie - Maverick Capital,Q1 2020,BMY - Bristol-Myers Squibb,0.08,"68,953",Reduce 40.17%,$55.73,"$3,843,000",2020-06-07,BMY
2020Q2_840,Lee Ainslie - Maverick Capital,Q1 2020,MPWR - Monolithic Power Systems,0.08,"21,674",Add 118.09%,$167.48,"$3,630,000",2020-06-07,MPWR
2020Q2_841,Lee Ainslie - Maverick Capital,Q1 2020,BWA - Borg Warner Inc.,0.08,"156,461",Reduce 1.53%,$24.37,"$3,813,000",2020-06-07,BWA
2020Q2_842,Lee Ainslie - Maverick Capital,Q1 2020,JKHY - Henry (Jack) & Assoc.,0.08,"23,872",Add 6.41%,$155.24,"$3,706,000",2020-06-07,JKHY
2020Q2_843,Lee Ainslie - Maverick Capital,Q1 2020,CAR - Avis Budget Group Inc.,0.08,"267,689",Reduce 56.78%,$13.90,"$3,721,000",2020-06-07,CAR
2020Q2_844,Lee Ainslie - Maverick Capital,Q1 2020,TPR - Tapestry Inc.,0.08,"279,821",Add 69.43%,$12.95,"$3,624,000",2020-06-07,TPR
2020Q2_845,Lee Ainslie - Maverick Capital,Q1 2020,COST - Costco Co.,0.08,"12,544",Reduce 85.46%,$285.16,"$3,577,000",2020-06-07,COST
2020Q2_846,Lee Ainslie - Maverick Capital,Q1 2020,VEEV - Veeva Systems Inc.,0.08,"23,081",Buy ,$156.36,"$3,609,000",2020-06-07,VEEV
2020Q2_847,Lee Ainslie - Maverick Capital,Q1 2020,CY - Cypress Semiconductor,0.08,"158,726",Add 80.46%,$23.32,"$3,701,000",2020-06-07,CY
2020Q2_848,Lee Ainslie - Maverick Capital,Q1 2020,SBH - Sally Beauty Holdings,0.08,"476,438",Add 3218.28%,$8.08,"$3,850,000",2020-06-07,SBH
2020Q2_849,Lee Ainslie - Maverick Capital,Q1 2020,SHW - Sherwin-Williams,0.08,"8,608",Reduce 34.35%,$459.57,"$3,956,000",2020-06-07,SHW
2020Q2_850,Lee Ainslie - Maverick Capital,Q1 2020,MTD - Mettler-Toledo International Inc.,0.08,"5,822",Buy ,$690.48,"$4,020,000",2020-06-07,MTD
2020Q2_851,Lee Ainslie - Maverick Capital,Q1 2020,FEYE - FireEye Inc.,0.08,"357,801",Add 3.90%,$10.58,"$3,786,000",2020-06-07,FEYE
2020Q2_852,Lee Ainslie - Maverick Capital,Q1 2020,TXN - Texas Instruments,0.07,"35,564",Add 15.75%,$99.93,"$3,554,000",2020-06-07,TXN
2020Q2_853,Lee Ainslie - Maverick Capital,Q1 2020,TWNK - Hostess Brands Inc.,0.07,"304,586",Reduce 12.49%,$10.66,"$3,247,000",2020-06-07,TWNK
2020Q2_854,Lee Ainslie - Maverick Capital,Q1 2020,ANTM - Anthem Inc.,0.07,"15,393",Buy ,$227.05,"$3,495,000",2020-06-07,ANTM
2020Q2_855,Lee Ainslie - Maverick Capital,Q1 2020,ODFL - Old Dominion Freight Line,0.07,"24,803",Add 87.01%,$131.27,"$3,256,000",2020-06-07,ODFL
2020Q2_856,Lee Ainslie - Maverick Capital,Q1 2020,MLNX - Mellanox Technologies Ltd.,0.07,"29,000",Reduce 20.81%,$121.31,"$3,518,000",2020-06-07,MLNX
2020Q2_857,Lee Ainslie - Maverick Capital,Q1 2020,WMT - Wal-Mart Stores,0.07,"29,342",Buy ,$113.63,"$3,334,000",2020-06-07,WMT
2020Q2_858,Lee Ainslie - Maverick Capital,Q1 2020,HPQ - HP Inc.,0.07,"204,356",Reduce 45.80%,$17.36,"$3,548,000",2020-06-07,HPQ
2020Q2_859,Lee Ainslie - Maverick Capital,Q1 2020,CHKP - Check Point Software Technologies,0.07,"32,907",Add 1355.42%,$100.53,"$3,308,000",2020-06-07,CHKP
2020Q2_860,Lee Ainslie - Maverick Capital,Q1 2020,UNP - Union Pacific,0.07,"22,885",Add 65.18%,$141.05,"$3,228,000",2020-06-07,UNP
2020Q2_861,Lee Ainslie - Maverick Capital,Q1 2020,CMG - Chipotle Mexican Grill Inc.,0.07,"4,916",Reduce 77.60%,$654.39,"$3,217,000",2020-06-07,CMG
2020Q2_862,Lee Ainslie - Maverick Capital,Q1 2020,UNH - United Health Group Inc.,0.07,"13,113",Add 44.18%,$249.37,"$3,270,000",2020-06-07,UNH
2020Q2_863,Lee Ainslie - Maverick Capital,Q1 2020,CPRI - Capri Holdings Ltd,0.07,"319,724",Buy ,$10.79,"$3,450,000",2020-06-07,CPRI
2020Q2_864,Lee Ainslie - Maverick Capital,Q1 2020,LZB - LA-Z Boy Chair,0.07,"170,528",Reduce 27.00%,$20.55,"$3,504,000",2020-06-07,LZB
2020Q2_865,Lee Ainslie - Maverick Capital,Q1 2020,DVA - DaVita HealthCare Partners,0.07,"45,727",Reduce 26.37%,$76.06,"$3,478,000",2020-06-07,DVA
2020Q2_866,Lee Ainslie - Maverick Capital,Q1 2020,ERIC - LM Ericsson Telephone,0.07,"384,963",Reduce 16.63%,$8.09,"$3,114,000",2020-06-07,ERIC
2020Q2_867,Lee Ainslie - Maverick Capital,Q1 2020,ANSS - ANSYS Inc.,0.06,"12,842",Reduce 39.89%,$232.44,"$2,985,000",2020-06-07,ANSS
2020Q2_868,Lee Ainslie - Maverick Capital,Q1 2020,APRN - Blue Apron Holdings,0.06,"221,794",Buy ,$12.05,"$2,673,000",2020-06-07,APRN
2020Q2_869,Lee Ainslie - Maverick Capital,Q1 2020,SNBR - Sleep Number Corp.,0.06,"145,788",Reduce 45.79%,$19.16,"$2,793,000",2020-06-07,SNBR
2020Q2_870,Lee Ainslie - Maverick Capital,Q1 2020,MYL - Mylan NV,0.06,"177,768",Buy ,$14.91,"$2,651,000",2020-06-07,MYL
2020Q2_871,Lee Ainslie - Maverick Capital,Q1 2020,W - Wayfair Inc.,0.06,"56,425",Buy ,$53.43,"$3,015,000",2020-06-07,W
2020Q2_872,Lee Ainslie - Maverick Capital,Q1 2020,IP - International Paper,0.06,"93,831",Reduce 6.63%,$31.13,"$2,921,000",2020-06-07,IP
2020Q2_873,Lee Ainslie - Maverick Capital,Q1 2020,SDC - SmileDirectClub Inc.,0.06,"567,100",Buy ,$4.67,"$2,648,000",2020-06-07,SDC
2020Q2_874,Lee Ainslie - Maverick Capital,Q1 2020,EHC - Encompass Health Corp.,0.06,"48,064",Buy ,$64.04,"$3,078,000",2020-06-07,EHC
2020Q2_875,Lee Ainslie - Maverick Capital,Q1 2020,FLIR - FLIR Systems,0.06,"93,171",Add 26.20%,$31.89,"$2,971,000",2020-06-07,FLIR
2020Q2_876,Lee Ainslie - Maverick Capital,Q1 2020,SYNA - Synaptics Inc.,0.06,"45,624",Reduce 92.48%,$57.86,"$2,640,000",2020-06-07,SYNA
2020Q2_877,Lee Ainslie - Maverick Capital,Q1 2020,GD - General Dynamics,0.06,"21,458",Reduce 25.70%,$132.30,"$2,839,000",2020-06-07,GD
2020Q2_878,Lee Ainslie - Maverick Capital,Q1 2020,GDDY - GoDaddy Inc.,0.06,"49,345",Buy ,$57.11,"$2,818,000",2020-06-07,GDDY
2020Q2_879,Lee Ainslie - Maverick Capital,Q1 2020,ABT - Abbott Labs,0.05,"29,762",Reduce 75.67%,$78.93,"$2,349,000",2020-06-07,ABT
2020Q2_880,Lee Ainslie - Maverick Capital,Q1 2020,ACHC - Acadia Healthcare Co.,0.05,"121,572",Buy ,$18.35,"$2,231,000",2020-06-07,ACHC
2020Q2_881,Lee Ainslie - Maverick Capital,Q1 2020,TSN - Tyson Foods,0.05,"40,706",Add 348.75%,$57.88,"$2,356,000",2020-06-07,TSN
2020Q2_882,Lee Ainslie - Maverick Capital,Q1 2020,ALK - Alaska Air Group,0.05,"84,660",Add 26.60%,$28.47,"$2,410,000",2020-06-07,ALK
2020Q2_883,Lee Ainslie - Maverick Capital,Q1 2020,AMED - Amedisys,0.05,"12,449",Buy ,$183.55,"$2,285,000",2020-06-07,AMED
2020Q2_884,Lee Ainslie - Maverick Capital,Q1 2020,LULU - Lululemon Athletica Inc.,0.05,"13,127",Reduce 64.98%,$189.53,"$2,488,000",2020-06-07,LULU
2020Q2_885,Lee Ainslie - Maverick Capital,Q1 2020,APD - Air Products & Chemicals,0.05,"12,809",Buy ,$199.63,"$2,557,000",2020-06-07,APD
2020Q2_886,Lee Ainslie - Maverick Capital,Q1 2020,WBA - Walgreens Boots Alliance,0.05,"54,250",Add 32.21%,$45.75,"$2,482,000",2020-06-07,WBA
2020Q2_887,Lee Ainslie - Maverick Capital,Q1 2020,BHC - Bausch Health,0.05,"153,038",Add 5.69%,$15.50,"$2,372,000",2020-06-07,BHC
2020Q2_888,Lee Ainslie - Maverick Capital,Q1 2020,BLL - Ball Corp.,0.05,"33,773",Buy ,$64.67,"$2,184,000",2020-06-07,BLL
2020Q2_889,Lee Ainslie - Maverick Capital,Q1 2020,CAH - Cardinal Health Inc.,0.05,"46,522",Buy ,$47.93,"$2,230,000",2020-06-07,CAH
2020Q2_890,Lee Ainslie - Maverick Capital,Q1 2020,CAL - Caleres Inc.,0.05,"441,878",Add 166.89%,$5.20,"$2,298,000",2020-06-07,CAL
2020Q2_891,Lee Ainslie - Maverick Capital,Q1 2020,STMP - Stamps.com Inc.,0.05,"19,639",Add 6.27%,$130.10,"$2,555,000",2020-06-07,STMP
2020Q2_892,Lee Ainslie - Maverick Capital,Q1 2020,CROX - Crocs Inc.,0.05,"143,298",Reduce 46.28%,$16.99,"$2,435,000",2020-06-07,CROX
2020Q2_893,Lee Ainslie - Maverick Capital,Q1 2020,DAL - Delta Air Lines Inc.,0.05,"90,829",Reduce 60.13%,$28.53,"$2,591,000",2020-06-07,DAL
2020Q2_894,Lee Ainslie - Maverick Capital,Q1 2020,RBA - Ritchie Bros. Auctioneers Inc.,0.05,"65,244",Reduce 32.93%,$34.18,"$2,230,000",2020-06-07,RBA
2020Q2_895,Lee Ainslie - Maverick Capital,Q1 2020,IDXX - IDEXX Laboratories,0.05,"10,015",Add 15.27%,$242.24,"$2,426,000",2020-06-07,IDXX
2020Q2_896,Lee Ainslie - Maverick Capital,Q1 2020,ZNGA - Zynga Inc.,0.05,"369,956",Buy ,$6.85,"$2,534,000",2020-06-07,ZNGA
2020Q2_897,Lee Ainslie - Maverick Capital,Q1 2020,MIME - Mimecast Ltd,0.05,"67,822",Reduce 27.50%,$35.30,"$2,394,000",2020-06-07,MIME
2020Q2_898,Lee Ainslie - Maverick Capital,Q1 2020,MOMO - Momo Inc.,0.05,"108,973",Reduce 0.41%,$21.69,"$2,364,000",2020-06-07,MOMO
2020Q2_899,Lee Ainslie - Maverick Capital,Q1 2020,EQT - EQT Corp.,0.05,"338,208",Buy ,$7.07,"$2,391,000",2020-06-07,EQT
2020Q2_900,Lee Ainslie - Maverick Capital,Q1 2020,FIS - Fidelity National Information Services,0.05,"19,575",Add 10.79%,$121.63,"$2,381,000",2020-06-07,FIS
2020Q2_901,Lee Ainslie - Maverick Capital,Q1 2020,FIVN - Five9 Inc.,0.05,"32,668",Add 8.34%,$76.47,"$2,498,000",2020-06-07,FIVN
2020Q2_902,Lee Ainslie - Maverick Capital,Q1 2020,WM - Waste Management Inc.,0.05,"24,633",Add 17.32%,$92.56,"$2,280,000",2020-06-07,WM
2020Q2_903,Lee Ainslie - Maverick Capital,Q1 2020,GM - General Motors,0.05,"110,845",Buy ,$20.78,"$2,303,000",2020-06-07,GM
2020Q2_904,Lee Ainslie - Maverick Capital,Q1 2020,KR - Kroger Co.,0.05,"71,172",Reduce 26.22%,$30.12,"$2,144,000",2020-06-07,KR
2020Q2_905,Lee Ainslie - Maverick Capital,Q1 2020,TTWO - Take-Two Interactive Software,0.05,"19,285",Reduce 64.25%,$118.59,"$2,287,000",2020-06-07,TTWO
2020Q2_906,Lee Ainslie - Maverick Capital,Q1 2020,TYL - Tyler Technologies Inc.,0.05,"7,536",Buy ,$296.58,"$2,235,000",2020-06-07,TYL
2020Q2_907,Lee Ainslie - Maverick Capital,Q1 2020,LKQ - LKQ Corp.,0.05,"120,350",Reduce 6.69%,$20.51,"$2,468,000",2020-06-07,LKQ
2020Q2_908,Lee Ainslie - Maverick Capital,Q1 2020,ACIA - Acacia Communications,0.04,"27,093",Reduce 60.38%,$67.18,"$1,820,000",2020-06-07,ACIA
2020Q2_909,Lee Ainslie - Maverick Capital,Q1 2020,ADSK - Autodesk Inc.,0.04,"10,643",Reduce 34.33%,$156.07,"$1,661,000",2020-06-07,ADSK
2020Q2_910,Lee Ainslie - Maverick Capital,Q1 2020,AGN - Allergan Plc,0.04,"9,605",Reduce 57.20%,$177.10,"$1,701,000",2020-06-07,AGN
2020Q2_911,Lee Ainslie - Maverick Capital,Q1 2020,NLOK - NortonLifeLock Inc.,0.04,"108,922",Buy ,$18.71,"$2,038,000",2020-06-07,NLOK
2020Q2_912,Lee Ainslie - Maverick Capital,Q1 2020,ALSN - Allison Transmission Holdings,0.04,"62,798",Buy ,$32.61,"$2,048,000",2020-06-07,ALSN
2020Q2_913,Lee Ainslie - Maverick Capital,Q1 2020,HUBG - Hub Group 'A',0.04,"42,419",Buy ,$45.47,"$1,929,000",2020-06-07,HUBG
2020Q2_914,Lee Ainslie - Maverick Capital,Q1 2020,MS - Morgan Stanley,0.04,"58,772",Reduce 35.50%,$34.00,"$1,998,000",2020-06-07,MS
2020Q2_915,Lee Ainslie - Maverick Capital,Q1 2020,SLAB - Silicon Laboratories Inc.,0.04,"22,449",Add 9.74%,$85.39,"$1,917,000",2020-06-07,SLAB
2020Q2_916,Lee Ainslie - Maverick Capital,Q1 2020,CABO - Cable ONE Inc.,0.04,"1,242",Buy ,$1644.12,"$2,042,000",2020-06-07,CABO
2020Q2_917,Lee Ainslie - Maverick Capital,Q1 2020,SLM - SLM Corp.,0.04,"272,704",Reduce 49.24%,$7.19,"$1,961,000",2020-06-07,SLM
2020Q2_918,Lee Ainslie - Maverick Capital,Q1 2020,CDNS - Cadence Design Systems,0.04,"27,856",Reduce 52.96%,$66.05,"$1,840,000",2020-06-07,CDNS
2020Q2_919,Lee Ainslie - Maverick Capital,Q1 2020,CGNX - Cognex Corp.,0.04,"45,359",Add 14.76%,$42.22,"$1,915,000",2020-06-07,CGNX
2020Q2_920,Lee Ainslie - Maverick Capital,Q1 2020,TDY - Teledyne Technologies,0.04,"6,480",Buy ,$297.22,"$1,926,000",2020-06-07,TDY
2020Q2_921,Lee Ainslie - Maverick Capital,Q1 2020,CLX - Clorox Co.,0.04,"12,314",Buy ,$173.22,"$2,133,000",2020-06-07,CLX
2020Q2_922,Lee Ainslie - Maverick Capital,Q1 2020,LH - Laboratory Corp. of America Hldgs,0.04,"13,637",Add 28.32%,$126.42,"$1,724,000",2020-06-07,LH
2020Q2_923,Lee Ainslie - Maverick Capital,Q1 2020,COO - Cooper Companies,0.04,"7,089",Add 11.44%,$275.64,"$1,954,000",2020-06-07,COO
2020Q2_924,Lee Ainslie - Maverick Capital,Q1 2020,LOGM - LogMeIn Inc.,0.04,"22,136",Reduce 58.73%,$83.26,"$1,843,000",2020-06-07,LOGM
2020Q2_925,Lee Ainslie - Maverick Capital,Q1 2020,SFM - Sprouts Farmers Market Inc.,0.04,"109,251",Buy ,$18.59,"$2,031,000",2020-06-07,SFM
2020Q2_926,Lee Ainslie - Maverick Capital,Q1 2020,SMCI - Super Micro Computer Inc.,0.04,"80,897",Buy ,$21.27,"$1,721,000",2020-06-07,SMCI
2020Q2_927,Lee Ainslie - Maverick Capital,Q1 2020,FBHS - Fortune Brands Home & Security,0.04,"41,606",Buy ,$43.24,"$1,799,000",2020-06-07,FBHS
2020Q2_928,Lee Ainslie - Maverick Capital,Q1 2020,NTES - NetEase.com Inc.,0.04,"6,030",Reduce 54.42%,$320.90,"$1,935,000",2020-06-07,NTES
2020Q2_929,Lee Ainslie - Maverick Capital,Q1 2020,FMC - FMC Corp.,0.04,"25,970",Buy ,$81.67,"$2,121,000",2020-06-07,FMC
2020Q2_930,Lee Ainslie - Maverick Capital,Q1 2020,SYY - Sysco Corp.,0.04,"42,467",Reduce 26.81%,$45.64,"$1,938,000",2020-06-07,SYY
2020Q2_931,Lee Ainslie - Maverick Capital,Q1 2020,SWK - Stanley Black & Decker Inc.,0.04,"18,460",Add 41.49%,$100.00,"$1,846,000",2020-06-07,SWK
2020Q2_932,Lee Ainslie - Maverick Capital,Q1 2020,GES - Guess Inc.,0.04,"260,050",Buy ,$6.77,"$1,761,000",2020-06-07,GES
2020Q2_933,Lee Ainslie - Maverick Capital,Q1 2020,OMC - Omnicom Group,0.04,"33,083",Buy ,$54.89,"$1,816,000",2020-06-07,OMC
2020Q2_934,Bill Miller - Miller Value Partners,Q1 2020,AMZN - Amazon Corp.,5.90,"47,048",Reduce 22.27%,$1949.71,"$91,730,000",2020-06-07,AMZN
2020Q2_935,Bill Miller - Miller Value Partners,Q1 2020,TEVA - Teva Pharmaceutical Industries Ltd.,4.57,"7,918,362",Reduce 19.48%,$8.98,"$71,107,000",2020-06-07,TEVA
2020Q2_936,Bill Miller - Miller Value Partners,Q1 2020,ADT - ADT Inc.,4.08,"14,673,544",Reduce 6.68%,$4.32,"$63,390,000",2020-06-07,ADT
2020Q2_937,Bill Miller - Miller Value Partners,Q1 2020,FTCH - Farfetch Ltd,4.02,"7,901,925",Add 48.53%,$7.90,"$62,425,000",2020-06-07,FTCH
2020Q2_938,Bill Miller - Miller Value Partners,Q1 2020,BABA - Alibaba Group Holdings,3.80,"304,100",Add 4.60%,$194.48,"$59,141,000",2020-06-07,BABA
2020Q2_939,Bill Miller - Miller Value Partners,Q1 2020,FB - Facebook Inc.,3.78,"351,945",Reduce 5.82%,$166.80,"$58,704,000",2020-06-07,FB
2020Q2_940,Bill Miller - Miller Value Partners,Q1 2020,GOOGL - Alphabet Inc.,3.72,"49,809",Add 8201.50%,$1161.96,"$57,876,000",2020-06-07,GOOGL
2020Q2_941,Bill Miller - Miller Value Partners,Q1 2020,LEN - Lennar Corp.,3.13,"1,272,415",Reduce 14.54%,$38.20,"$48,606,000",2020-06-07,LEN
2020Q2_942,Bill Miller - Miller Value Partners,Q1 2020,ENDP - Endo International plc,3.11,"13,084,395",Reduce 15.97%,$3.70,"$48,412,000",2020-06-07,ENDP
2020Q2_943,Bill Miller - Miller Value Partners,Q1 2020,UAL - United Airlines Holdings Inc.,3.07,"1,510,980",Add 199.60%,$31.55,"$47,671,000",2020-06-07,UAL
2020Q2_944,Bill Miller - Miller Value Partners,Q1 2020,GNW - Genworth Financial Inc.,3.05,"14,285,142",Reduce 23.46%,$3.32,"$47,427,000",2020-06-07,GNW
2020Q2_945,Bill Miller - Miller Value Partners,Q1 2020,QUOT - Quotient Technology Inc.,3.04,"7,271,923",Reduce 2.33%,$6.50,"$47,267,000",2020-06-07,QUOT
2020Q2_946,Bill Miller - Miller Value Partners,Q1 2020,BHF - Brighthouse Financial Inc.,2.86,"1,838,815",Reduce 17.69%,$24.17,"$44,444,000",2020-06-07,BHF
2020Q2_947,Bill Miller - Miller Value Partners,Q1 2020,MED - Medifast Inc.,2.86,"711,553",Reduce 23.00%,$62.50,"$44,472,000",2020-06-07,MED
2020Q2_948,Bill Miller - Miller Value Partners,Q1 2020,BHC - Bausch Health,2.85,"2,860,370",Reduce 26.60%,$15.50,"$44,336,000",2020-06-07,BHC
2020Q2_949,Bill Miller - Miller Value Partners,Q1 2020,DAL - Delta Air Lines Inc.,2.64,"1,436,750",Add 23.51%,$28.53,"$40,990,000",2020-06-07,DAL
2020Q2_950,Bill Miller - Miller Value Partners,Q1 2020,PTON - Peloton Interactive Inc.,2.60,"1,524,370",Reduce 30.28%,$26.55,"$40,472,000",2020-06-07,PTON
2020Q2_951,Bill Miller - Miller Value Partners,Q1 2020,NXPI - NXP Semiconductors NV,2.57,"481,030",Reduce 11.43%,$82.93,"$39,892,000",2020-06-07,NXPI
2020Q2_952,Bill Miller - Miller Value Partners,Q1 2020,BAC - Bank of America Corp.,2.52,"1,845,585",Add 2.71%,$21.23,"$39,182,000",2020-06-07,BAC
2020Q2_953,Bill Miller - Miller Value Partners,Q1 2020,OMF - OneMain Holdings,2.40,"1,951,260",Reduce 19.53%,$19.12,"$37,308,000",2020-06-07,OMF
2020Q2_954,Bill Miller - Miller Value Partners,Q1 2020,JPM - JPMorgan Chase & Co.,2.31,"398,330",Reduce 26.17%,$90.03,"$35,862,000",2020-06-07,JPM
2020Q2_955,Bill Miller - Miller Value Partners,Q1 2020,SFIX - Stitch Fix Inc.,2.24,"2,738,195",Add 5.59%,$12.70,"$34,775,000",2020-06-07,SFIX
2020Q2_956,Bill Miller - Miller Value Partners,Q1 2020,FLXN - Flexion Therapeutics Inc.,2.15,"4,239,469",Reduce 14.06%,$7.87,"$33,365,000",2020-06-07,FLXN
2020Q2_957,Bill Miller - Miller Value Partners,Q1 2020,BA - Boeing Co.,2.06,"214,325",Buy ,$149.14,"$31,964,000",2020-06-07,BA
2020Q2_958,Bill Miller - Miller Value Partners,Q1 2020,ZIOP - ZIOPHARM Oncology,2.03,"12,857,035",Add 0.96%,$2.45,"$31,500,000",2020-06-07,ZIOP
2020Q2_959,Bill Miller - Miller Value Partners,Q1 2020,DXC - DXC Technology Co.,2.01,"2,395,530",Add 28936.73%,$13.05,"$31,262,000",2020-06-07,DXC
2020Q2_960,Bill Miller - Miller Value Partners,Q1 2020,RH - RH,1.89,"292,260",Reduce 34.56%,$100.47,"$29,363,000",2020-06-07,RH
2020Q2_961,Bill Miller - Miller Value Partners,Q1 2020,DISCA - Discovery Communications Inc.,1.78,"1,424,205",Reduce 10.46%,$19.44,"$27,687,000",2020-06-07,DISCA
2020Q2_962,Bill Miller - Miller Value Partners,Q1 2020,C - Citigroup Inc.,1.74,"642,465",Reduce 1.21%,$42.12,"$27,061,000",2020-06-07,C
2020Q2_963,Bill Miller - Miller Value Partners,Q1 2020,ET - Energy Transfer LP,1.70,"5,734,529",Add 419.92%,$4.60,"$26,379,000",2020-06-07,ET
2020Q2_964,Bill Miller - Miller Value Partners,Q1 2020,PGEN - Precigen Inc.,1.63,"7,447,987",Buy ,$3.40,"$25,323,000",2020-06-07,PGEN
2020Q2_965,Bill Miller - Miller Value Partners,Q1 2020,CC - Chemours Co.,1.61,"2,815,455",Add 708.61%,$8.87,"$24,973,000",2020-06-07,CC
2020Q2_966,Bill Miller - Miller Value Partners,Q1 2020,TVTY - Tivity Health Inc.,1.53,"3,769,950",Reduce 1.17%,$6.29,"$23,713,000",2020-06-07,TVTY
2020Q2_967,Bill Miller - Miller Value Partners,Q1 2020,GOOS - Canada Goose Holdings Inc.,1.16,"904,980",Buy ,$19.89,"$18,000,000",2020-06-07,GOOS
2020Q2_968,Bill Miller - Miller Value Partners,Q1 2020,TMHC - Taylor Morrison Home Corp.,1.14,"1,606,703",Buy ,$11.00,"$17,674,000",2020-06-07,TMHC
2020Q2_969,Bill Miller - Miller Value Partners,Q1 2020,APO - Apollo Global Management,0.79,"366,900", ,$33.50,"$12,291,000",2020-06-07,APO
2020Q2_970,Bill Miller - Miller Value Partners,Q1 2020,PBI - Pitney-Bowes,0.67,"5,086,629",Reduce 1.61%,$2.04,"$10,377,000",2020-06-07,PBI
2020Q2_971,Bill Miller - Miller Value Partners,Q1 2020,DBD - Diebold Inc.,0.66,"2,918,714",Add 1158.07%,$3.52,"$10,274,000",2020-06-07,DBD
2020Q2_972,Bill Miller - Miller Value Partners,Q1 2020,SDC - SmileDirectClub Inc.,0.60,"2,005,430",Buy ,$4.67,"$9,365,000",2020-06-07,SDC
2020Q2_973,Bill Miller - Miller Value Partners,Q1 2020,GTYH - GTY Technology Holdings Inc.,0.55,"1,893,325", ,$4.52,"$8,558,000",2020-06-07,GTYH
2020Q2_974,Bill Miller - Miller Value Partners,Q1 2020,CG - Carlyle Group,0.54,"384,900",Reduce 33.40%,$21.65,"$8,333,000",2020-06-07,CG
2020Q2_975,Bill Miller - Miller Value Partners,Q1 2020,FUN - Cedar Fair LP,0.33,"281,000",Add 400.00%,$18.34,"$5,154,000",2020-06-07,FUN
2020Q2_976,Bill Miller - Miller Value Partners,Q1 2020,QUAD - Quad/Graphics Inc.,0.28,"1,746,763",Add 28.59%,$2.52,"$4,402,000",2020-06-07,QUAD
2020Q2_977,Bill Miller - Miller Value Partners,Q1 2020,GCI - Gannett Co.,0.27,"2,857,161",Add 1935.01%,$1.48,"$4,229,000",2020-06-07,GCI
2020Q2_978,Bill Miller - Miller Value Partners,Q1 2020,ANF - Abercrombie & Fitch Co.,0.27,"454,800",Reduce 0.92%,$9.09,"$4,134,000",2020-06-07,ANF
2020Q2_979,Bill Miller - Miller Value Partners,Q1 2020,SCU - Sculptor Capital Management,0.18,"207,200", ,$13.54,"$2,805,000",2020-06-07,SCU
2020Q2_980,Bill Miller - Miller Value Partners,Q1 2020,ATCO - Atlas Corp.,0.17,"347,840",Buy ,$7.69,"$2,675,000",2020-06-07,ATCO
2020Q2_981,Bill Miller - Miller Value Partners,Q1 2020,BGCP - BGC Partners Inc.,0.14,"859,200",Reduce 18.88%,$2.52,"$2,165,000",2020-06-07,BGCP
2020Q2_982,Bill Miller - Miller Value Partners,Q1 2020,CHS - Chico's FAS,0.11,"1,336,300",Add 8.09%,$1.29,"$1,724,000",2020-06-07,CHS
2020Q2_983,Bill Miller - Miller Value Partners,Q1 2020,TWO - Two Harbors Investment Corp.,0.11,"456,700",Buy ,$3.81,"$1,740,000",2020-06-07,TWO
2020Q2_984,Bill Miller - Miller Value Partners,Q1 2020,NLY - Annaly Capital Management Inc.,0.10,"310,000",Buy ,$5.07,"$1,572,000",2020-06-07,NLY
2020Q2_985,Bill Miller - Miller Value Partners,Q1 2020,NGL - NGL Energy Partners LP,0.09,"538,100",Reduce 12.94%,$2.60,"$1,399,000",2020-06-07,NGL
2020Q2_986,Bill Miller - Miller Value Partners,Q1 2020,MAXR - Maxar Technologies Inc.,0.08,"117,925",Reduce 27.08%,$10.68,"$1,259,000",2020-06-07,MAXR
2020Q2_987,Bill Miller - Miller Value Partners,Q1 2020,UPRO - ProShares UltraPro S&P500,0.07,"37,000",Buy ,$27.62,"$1,022,000",2020-06-07,UPRO
2020Q2_988,Bill Miller - Miller Value Partners,Q1 2020,GME - GameStop Corp.,0.06,"262,680",Add 54.54%,$3.50,"$919,000",2020-06-07,GME
2020Q2_989,Bill Miller - Miller Value Partners,Q1 2020,UIS - Unisys Corp.,0.05,"64,295",Reduce 18.66%,$12.35,"$794,000",2020-06-07,UIS
2020Q2_990,Bill Miller - Miller Value Partners,Q1 2020,MSGN - MSG Networks Inc.,0.05,"74,000",Add 29.82%,$10.20,"$755,000",2020-06-07,MSGN
2020Q2_991,Bill Miller - Miller Value Partners,Q1 2020,BBBY - Bed Bath & Beyond,0.04,"140,225",Add 66.67%,$4.21,"$590,000",2020-06-07,BBBY
